50,"2021-05-09,03:30",19.03,99.41,-,-,-,0,21.69,-
50,"2021-05-09,04:15",19.10,99.42,-,-,-,0,21.69,-
50,"2021-05-09,04:30",19.01,99.65,-,-,-,0,21.63,-
50,"2021-05-09,05:15",19.00,99.71,-,-,-,0,85.00,-
50,"2021-05-09,05:30",19.17,99.48,-,-,-,0,85.00,-
50,"2021-05-09,06:15",19.21,99.39,-,-,-,0,85.00,-
50,"2021-05-09,06:30",19.20,99.45,-,-,-,0,85.00,-
50,"2021-05-09,07:15",19.21,99.15,-,-,-,0,85.00,-
50,"2021-05-09,08:15",20.47,96.17,-,-,-,0,21.75,-
50,"2021-05-09,08:30",20.79,95.36,-,-,-,0,21.81,-
50,"2021-05-09,09:15",21.08,94.11,-,-,-,0,21.94,-
50,"2021-05-09,10:15",21.49,-,-,-,-,0,22.31,-
50,"2021-05-09,11:30",20.89,95.01,-,-,-,0,22.50,-
50,"2021-05-09,12:15",22.06,89.79,-,-,-,0,22.94,-
50,"2021-05-09,13:15",25.61,74.02,-,-,-,0,23.56,-
50,"2021-05-09,13:30",25.62,76.09,-,-,-,0,23.88,-
50,"2021-05-09,13:45",23.37,84.91,-,-,-,0,23.94,-
50,"2021-05-09,14:00",23.25,85.11,-,-,-,0,23.94,-
50,"2021-05-09,14:30",23.52,83.89,-,-,-,0,23.94,-
50,"2021-05-09,14:45",23.35,83.84,-,-,-,0,23.94,-
50,"2021-05-09,15:15",21.36,86.07,-,-,-,0,23.94,-
50,"2021-05-09,16:15",22.18,86.46,-,-,-,0,23.75,-
50,"2021-05-09,16:30",23.25,85.11,-,-,-,0,23.69,-
50,"2021-05-10,02:15",19.13,99.48,-,-,-,0,22.00,-
50,"2021-05-10,09:30",20.92,96.08,-,-,-,0,22.06,-
50,"2021-05-10,09:45",20.98,96.39,-,-,-,0,22.06,-
50,"2021-05-10,10:30",21.04,92.44,-,-,-,0,22.25,-
50,"2021-05-10,10:45",21.18,92.08,-,-,-,0,22.25,-
50,"2021-05-10,11:30",21.27,90.68,-,-,-,0,22.38,-
50,"2021-05-10,11:45",21.28,91.49,-,-,-,0,22.38,-
50,"2021-05-10,13:15",19.73,94.03,-,-,-,0,22.00,-
50,"2021-05-10,14:15",18.93,94.03,-,-,-,0,85.00,-
50,"2021-05-10,14:30",18.89,95.28,-,-,-,0,85.00,-
50,"2021-05-10,15:15",18.95,96.26,-,-,-,0,85.00,-
50,"2021-05-10,16:45",19.77,93.29,-,-,-,0,85.00,-
50,"2021-05-10,17:00",19.88,92.27,-,-,-,0,85.00,-
50,"2021-05-10,17:15",20.03,92.95,-,-,-,0,85.00,-
50,"2021-05-10,18:15",20.01,94.23,-,-,-,0,85.00,-
50,"2021-05-10,18:30",19.97,94.52,-,-,-,0,85.00,-
50,"2021-05-10,19:45",-,98.57,-,-,-,0,21.88,-
50,"2021-05-10,20:15",18.88,99.24,-,-,-,0,21.81,-
50,"2021-05-10,21:15",18.72,99.74,-,-,-,0,85.00,-
50,"2021-05-10,21:30",18.66,99.74,-,-,-,0,85.00,-
50,"2021-05-10,22:15",19.43,97.68,-,-,-,0,85.00,-
50,"2021-05-10,22:30",19.36,97.82,-,-,-,0,85.00,-
50,"2021-05-10,23:15",18.51,99.78,-,-,-,0,85.00,-
50,"2021-05-10,23:30",18.25,99.92,-,-,-,0,85.00,-
50,"2021-05-10,23:45",18.25,99.95,-,-,-,0,85.00,-
50,"2021-05-11,00:15",18.33,99.77,-,-,-,0,21.31,-
50,"2021-05-11,01:15",17.82,99.22,-,-,-,0,85.00,-
50,"2021-05-11,01:30",17.69,99.04,-,-,-,0,85.00,-
50,"2021-05-11,01:45",17.68,98.97,-,-,-,0,85.00,-
50,"2021-05-11,02:30",17.48,98.67,-,-,-,0,85.00,-
50,"2021-05-11,02:45",17.41,98.67,-,-,-,0,85.00,-
50,"2021-05-11,03:15",17.35,98.58,-,-,-,0,85.00,-
50,"2021-05-11,04:15",17.50,98.17,-,-,-,0,85.00,-
50,"2021-05-11,05:15",17.56,97.87,-,-,-,0,85.00,-
50,"2021-05-11,05:30",17.32,97.71,-,-,-,0,85.00,-
50,"2021-05-11,05:45",17.18,97.71,-,-,-,0,85.00,-
50,"2021-05-11,06:15",16.60,97.61,-,-,-,0,85.00,-
50,"2021-05-11,07:15",16.76,97.00,-,-,-,0,85.00,-
50,"2021-05-11,07:30",16.88,96.95,-,-,-,0,85.00,-
50,"2021-05-11,08:15",18.66,96.62,-,-,-,0,85.00,-
50,"2021-05-11,09:15",20.49,94.93,-,-,-,0,21.19,-
50,"2021-05-11,10:30",24.64,68.13,-,-,-,0,22.00,-
50,"2021-05-11,11:30",26.09,67.69,-,-,-,0,127.94,-
50,"2021-05-11,11:45",26.01,66.64,-,-,-,0,127.94,-
50,"2021-05-11,12:15",26.70,63.48,-,-,-,0,127.94,-
50,"2021-05-11,13:15",26.69,64.43,-,-,-,0,127.94,-
50,"2021-05-11,14:15",30.50,80.78,-,-,-,0,127.94,-
50,"2021-05-11,15:15",22.47,79.11,-,-,-,0,85.00,-
50,"2021-05-11,15:30",22.54,79.54,-,-,-,0,85.00,-
50,"2021-05-11,16:45",21.78,87.84,-,-,-,0,23.88,-
50,"2021-05-11,17:15",21.74,89.10,-,-,-,0,23.69,-
50,"2021-05-11,17:30",21.80,88.29,-,-,-,0,23.69,-
50,"2021-05-11,18:15",21.19,91.49,-,-,-,0,23.38,-
50,"2021-05-11,19:30",20.39,91.95,-,-,-,0,22.94,-
50,"2021-05-11,20:15",19.92,91.84,-,-,-,0,22.69,-
50,"2021-05-11,20:30",19.80,92.66,-,-,-,0,22.69,-
50,"2021-05-11,21:15",19.36,95.68,-,-,-,0,22.50,-
50,"2021-05-11,22:15",19.80,95.69,-,-,-,0,22.31,-
50,"2021-05-11,22:30",19.74,95.77,-,-,-,0,22.31,-
50,"2021-05-11,23:15",19.42,95.55,-,-,-,0,22.19,-
50,"2021-05-11,23:30",19.48,95.36,-,-,-,0,22.19,-
50,"2021-05-12,00:15",19.15,97.01,-,-,-,0,22.06,-
50,"2021-05-12,01:15",19.17,97.53,-,-,-,0,22.00,-
50,"2021-05-12,02:15",18.82,95.46,-,-,-,0,21.88,-
50,"2021-05-12,03:15",18.59,95.38,-,-,-,0,21.69,-
50,"2021-05-12,03:30",18.38,97.14,-,-,-,0,21.75,-
50,"2021-05-12,04:15",18.18,96.30,-,-,-,0,21.50,-
50,"2021-05-12,04:30",18.32,97.69,-,-,-,0,21.50,-
50,"2021-05-12,05:15",18.35,98.52,-,-,-,0,21.50,-
50,"2021-05-12,05:30",18.37,98.70,-,-,-,0,21.50,-
50,"2021-05-12,06:15",18.38,99.03,-,-,-,0,21.44,-
50,"2021-05-12,06:30",18.42,98.90,-,-,-,0,21.44,-
50,"2021-05-12,06:45",18.43,98.84,-,-,-,0,21.44,-
50,"2021-05-12,07:15",18.49,98.87,-,-,-,0,21.44,-
50,"2021-05-12,08:30",20.39,93.22,-,-,-,0,21.63,-
50,"2021-05-12,08:45",20.49,93.37,-,-,-,0,21.63,-
50,"2021-05-12,09:15",21.48,88.41,-,-,-,0,21.81,-
50,"2021-05-12,10:15",23.36,81.26,-,-,-,0,85.00,-
50,"2021-05-12,10:30",24.11,77.25,-,-,-,0,85.00,-
50,"2021-05-12,10:45",25.02,77.21,-,-,-,0,85.00,-
50,"2021-05-12,11:15",23.90,80.75,-,-,-,0,127.94,-
50,"2021-05-12,12:15",24.06,76.25,-,-,-,0,127.94,-
50,"2021-05-12,13:15",24.77,78.24,-,-,-,0,127.94,-
50,"2021-05-12,13:30",24.23,79.16,-,-,-,0,127.94,-
50,"2021-05-12,14:15",22.57,84.16,-,-,-,0,127.94,-
50,"2021-05-12,14:30",22.46,85.71,-,-,-,0,85.00,-
50,"2021-05-12,15:15",21.01,91.50,-,-,-,0,85.00,-
50,"2021-05-12,16:15",20.75,92.84,-,-,-,0,23.13,-
50,"2021-05-12,17:15",21.00,91.77,-,-,-,0,23.06,-
50,"2021-05-12,18:15",20.64,93.95,-,-,-,0,22.94,-
50,"2021-05-12,19:15",20.27,96.17,-,-,-,0,22.69,-
50,"2021-05-12,19:30",20.29,96.10,-,-,-,0,22.69,-
50,"2021-05-12,20:45",19.21,96.12,-,-,-,0,22.25,-
50,"2021-05-12,21:15",18.89,98.37,-,-,-,0,22.13,-
50,"2021-05-12,22:15",18.40,99.32,-,-,-,0,21.75,-
50,"2021-05-12,22:30",18.43,99.35,-,-,-,0,21.69,-
50,"2021-05-12,23:15",17.63,99.00,-,-,-,0,21.56,-
50,"2021-05-12,23:30",18.47,98.80,-,-,-,0,21.50,-
50,"2021-05-13,00:15",-,98.58,-,-,-,0,21.31,-
50,"2021-05-13,00:30",18.08,98.47,-,-,-,0,21.25,-
50,"2021-05-13,01:15",17.68,98.08,-,-,-,0,21.13,-
50,"2021-05-13,01:30",17.90,97.97,-,-,-,0,21.13,-
50,"2021-05-13,01:45",17.90,97.94,-,-,-,0,21.13,-
50,"2021-05-13,02:15",17.89,97.78,-,-,-,0,21.00,-
50,"2021-05-13,03:15",17.07,97.67,-,-,-,0,20.88,-
50,"2021-05-13,04:15",17.50,97.32,-,-,-,0,20.81,-
50,"2021-05-13,05:15",17.68,97.05,-,-,-,0,85.00,-
50,"2021-05-13,06:15",18.49,96.79,-,-,-,0,85.00,-
50,"2021-05-13,07:15",18.29,96.68,-,-,-,0,85.00,-
50,"2021-05-13,08:15",20.10,96.45,-,-,-,0,21.25,-
50,"2021-05-13,09:15",24.86,82.08,-,-,-,0,21.75,-
50,"2021-05-13,09:30",24.13,80.83,-,-,-,0,21.75,-
50,"2021-05-13,10:15",26.04,71.35,-,-,-,0,127.94,-
50,"2021-05-13,11:30",27.26,69.45,-,-,-,0,127.94,-
50,"2021-05-13,12:30",26.67,69.22,-,-,-,0,127.94,-
50,"2021-05-13,12:45",25.99,71.29,-,-,-,0,127.94,-
50,"2021-05-13,13:15",26.12,69.11,-,-,-,0,127.94,-
50,"2021-05-13,14:30",28.18,62.53,-,-,-,0,85.00,-
50,"2021-05-13,14:45",27.10,64.64,-,-,-,0,127.94,-
50,"2021-05-13,15:15",27.83,63.83,-,-,-,0,85.00,-
50,"2021-05-13,16:15",28.06,61.79,-,-,-,0,127.94,-
50,"2021-05-13,17:15",27.61,66.75,-,-,-,0,127.94,-
50,"2021-05-13,18:15",25.16,76.23,-,-,-,0,127.94,-
50,"2021-05-13,19:15",23.21,83.68,-,-,-,0,24.31,-
50,"2021-05-13,19:30",23.13,83.91,-,-,-,0,24.25,-
50,"2021-05-13,20:15",22.52,87.34,-,-,-,0,23.75,-
50,"2021-05-13,20:30",22.75,86.90,-,-,-,0,23.75,-
50,"2021-05-13,21:15",22.54,87.73,-,-,-,0,23.50,-
50,"2021-05-13,21:30",22.46,87.96,-,-,-,0,23.44,-
50,"2021-05-13,22:15",22.42,86.03,-,-,-,0,23.19,-
50,"2021-05-13,22:30",22.10,87.13,-,-,-,0,23.19,-
50,"2021-05-13,23:15",21.10,91.89,-,-,-,0,22.88,-
50,"2021-05-13,23:30",21.10,92.30,-,-,-,0,22.81,-
50,"2021-05-14,01:15",19.74,97.45,-,-,-,0,22.31,-
50,"2021-05-14,01:30",19.97,98.29,-,-,-,0,22.25,-
50,"2021-05-14,01:45",19.08,98.37,-,-,-,0,22.19,-
50,"2021-05-14,02:00",18.93,98.43,-,-,-,0,22.19,-
50,"2021-05-14,02:15",19.08,98.31,-,-,-,0,22.13,-
50,"2021-05-14,03:15",19.54,98.20,-,-,-,0,22.00,-
50,"2021-05-14,03:30",19.65,98.34,-,-,-,0,21.94,-
50,"2021-05-14,04:15",19.59,98.74,-,-,-,0,21.88,-
50,"2021-05-14,05:15",19.31,98.86,-,-,-,0,21.94,-
50,"2021-05-14,06:15",19.82,98.73,-,-,-,0,21.94,-
50,"2021-05-14,06:30",19.47,99.00,-,-,-,0,21.88,-
50,"2021-05-14,07:30",20.49,96.65,-,-,-,0,21.94,-
50,"2021-05-14,08:30",22.06,88.92,-,-,-,0,22.19,-
50,"2021-05-14,08:45",21.99,88.99,-,-,-,0,22.25,-
50,"2021-05-14,09:15",24.03,-,-,-,-,0,85.00,-
50,"2021-05-14,09:30",24.16,81.39,-,-,-,0,85.00,-
50,"2021-05-14,09:45",24.57,81.74,-,-,-,0,85.00,-
50,"2021-05-14,10:30",26.27,78.83,-,-,-,0,127.94,-
50,"2021-05-14,10:45",25.91,77.42,-,-,-,0,127.94,-
50,"2021-05-14,12:15",26.70,72.64,-,-,-,0,127.94,-
50,"2021-05-14,12:30",27.58,68.60,-,-,-,0,127.94,-
50,"2021-05-14,12:45",30.07,62.05,-,-,-,0,85.00,-
50,"2021-05-14,13:15",26.99,72.05,-,-,-,0,127.94,-
50,"2021-05-14,14:15",27.07,70.05,-,-,-,0,127.94,-
50,"2021-05-14,14:30",28.43,67.15,-,-,-,0,127.94,-
50,"2021-05-14,15:15",27.78,70.25,-,-,-,0,127.94,-
50,"2021-05-14,15:30",27.99,-,-,-,-,0,127.94,-
50,"2021-05-14,16:15",26.66,69.88,-,-,-,0,127.94,-
50,"2021-05-14,16:30",27.25,70.84,-,-,-,0,127.94,-
50,"2021-05-14,17:15",24.82,76.76,-,-,-,0,127.94,-
50,"2021-05-14,18:15",23.88,80.38,-,-,-,0,85.00,-
50,"2021-05-14,19:15",22.72,87.10,-,-,-,0,85.00,-
50,"2021-05-14,20:15",22.47,87.90,-,-,-,0,23.88,-
50,"2021-05-14,20:30",22.47,88.21,-,-,-,0,23.88,-
50,"2021-05-14,21:15",19.75,91.84,-,-,-,0,23.63,-
50,"2021-05-14,21:30",19.79,-,-,-,-,0,23.63,-
50,"2021-05-14,22:15",20.49,93.24,-,-,-,0,23.31,-
50,"2021-05-14,22:30",20.47,92.54,-,-,-,0,23.25,-
50,"2021-05-14,23:15",20.24,91.27,-,-,-,0,23.13,-
50,"2021-05-14,23:30",19.89,93.76,-,-,-,0,23.06,-
50,"2021-05-15,00:15",20.88,90.72,-,-,-,0,23.00,-
50,"2021-05-15,00:30",20.72,91.61,-,-,-,0,23.00,-
50,"2021-05-15,00:45",20.94,89.13,-,-,-,0,23.00,-
50,"2021-05-15,01:30",19.46,96.18,-,-,-,0,22.81,-
50,"2021-05-15,02:15",19.77,96.48,-,-,-,0,22.75,-
50,"2021-05-15,02:30",19.47,97.62,-,-,-,0,85.00,-
50,"2021-05-15,04:30",19.32,98.64,-,-,-,0,22.44,-
50,"2021-05-15,04:45",19.50,98.72,-,-,-,0,22.44,-
50,"2021-05-15,05:30",19.13,98.90,-,-,-,0,22.38,-
50,"2021-05-15,05:45",19.21,98.90,-,-,-,0,22.38,-
50,"2021-05-15,06:15",19.44,98.81,-,-,-,0,22.31,-
50,"2021-05-15,07:15",19.96,96.94,-,-,-,0,85.00,-
50,"2021-05-15,08:15",18.82,99.45,-,-,-,0,21.88,-
50,"2021-05-15,09:15",19.73,96.54,-,-,-,0,22.00,-
50,"2021-05-15,10:15",22.32,86.37,-,-,-,0,22.44,-
50,"2021-05-15,11:15",26.06,73.19,-,-,-,0,23.13,-
50,"2021-05-15,12:15",27.54,67.28,-,-,-,0,127.94,-
50,"2021-05-15,13:15",28.33,68.07,-,-,-,0,85.00,-
50,"2021-05-15,13:30",27.73,65.16,-,-,-,0,85.00,-
50,"2021-05-15,14:15",27.17,71.52,-,-,-,0,127.94,-
50,"2021-05-15,14:30",25.99,73.48,-,-,-,0,127.94,-
50,"2021-05-15,15:15",26.58,71.83,-,-,-,0,127.94,-
50,"2021-05-15,15:30",26.75,75.09,-,-,-,0,127.94,-
50,"2021-05-15,16:15",26.98,73.47,-,-,-,0,127.94,-
50,"2021-05-15,16:30",26.35,73.77,-,-,-,0,127.94,-
50,"2021-05-15,17:30",25.21,79.58,-,-,-,0,127.94,-
50,"2021-05-15,18:30",22.71,85.67,-,-,-,0,85.00,-
50,"2021-05-15,18:45",22.85,85.42,-,-,-,0,85.00,-
50,"2021-05-15,19:15",22.24,88.97,-,-,-,0,24.31,-
50,"2021-05-15,20:15",21.2,92.80,-,-,-,0,23.94,-
50,"2021-05-15,21:15",20.78,92.95,-,-,-,0,23.44,-
50,"2021-05-15,21:30",20.49,93.01,-,-,-,0,23.38,-
50,"2021-05-15,21:45",20.24,94.49,-,-,-,0,23.31,-
50,"2021-05-15,22:00",20.29,94.48,-,-,-,0,23.19,-
50,"2021-05-15,22:30",20.13,96.30,-,-,-,0,23.00,-
50,"2021-05-15,22:45",20.07,95.95,-,-,-,0,22.94,-
50,"2021-05-15,23:15",19.18,96.98,-,-,-,0,22.81,-
50,"2021-05-15,23:30",18.88,98.32,-,-,-,0,22.75,-
50,"2021-05-16,00:15",19.50,98.51,-,-,-,0,22.63,-
50,"2021-05-16,01:15",19.66,99.20,-,-,-,0,22.50,-
50,"2021-05-16,01:30",19.61,99.20,-,-,-,0,22.50,-
50,"2021-05-16,02:15",20.04,98.84,-,-,-,0,22.50,-
50,"2021-05-16,03:15",20.02,98.99,-,-,-,0,22.25,-
50,"2021-05-16,04:15",18.62,99.25,-,-,-,0,85.00,-
50,"2021-05-16,04:30",18.46,99.08,-,-,-,0,22.06,-
50,"2021-05-16,05:15",18.84,98.51,-,-,-,0,85.00,-
50,"2021-05-16,05:30",18.35,98.36,-,-,-,0,85.00,-
50,"2021-05-16,06:15",18.27,98.18,-,-,-,0,85.00,-
50,"2021-05-16,06:30",18.17,98.13,-,-,-,0,85.00,-
50,"2021-05-16,07:15",19.80,98.17,-,-,-,0,21.88,-
50,"2021-05-16,07:30",19.91,98.26,-,-,-,0,21.94,-
50,"2021-05-16,08:15",23.00,90.34,-,-,-,0,22.13,-
50,"2021-05-16,08:30",23.25,90.79,-,-,-,0,22.19,-
50,"2021-05-16,09:15",23.45,89.57,-,-,-,0,22.38,-
50,"2021-05-16,09:30",25.71,83.81,-,-,-,0,22.56,-
50,"2021-05-16,10:15",27.79,75.21,-,-,-,0,23.06,-
50,"2021-05-16,11:15",25.99,76.89,-,-,-,0,127.94,-
50,"2021-05-16,12:15",28.04,64.95,-,-,-,0,85.00,-
50,"2021-05-16,13:15",26.82,70.64,-,-,-,0,127.94,-
50,"2021-05-16,13:30",27.98,67.02,-,-,-,0,127.94,-
50,"2021-05-16,13:45",28.11,-,-,-,-,0,127.94,-
50,"2021-05-16,14:00",28.95,66.69,-,-,-,0,127.94,-
50,"2021-05-16,14:15",27.54,66.42,-,-,-,0,127.94,-
50,"2021-05-16,15:15",27.26,72.54,-,-,-,0,127.94,-
50,"2021-05-16,16:15",23.15,79.93,-,-,-,0,127.94,-
50,"2021-05-16,17:15",22.54,77.85,-,-,-,0,85.00,-
50,"2021-05-16,18:15",22.73,83.15,-,-,-,0,85.00,-
50,"2021-05-16,19:15",22.39,88.24,-,-,-,0,85.00,-
50,"2021-05-16,20:15",21.30,94.44,-,-,-,0,23.81,-
50,"2021-05-16,21:15",21.46,94.77,-,-,-,0,23.44,-
50,"2021-05-16,22:15",21.17,95.49,-,-,-,0,23.19,-
50,"2021-05-16,23:15",20.49,97.85,-,-,-,0,22.88,-
50,"2021-05-16,23:30",20.73,97.69,-,-,-,0,22.81,-
50,"2021-05-17,00:15",19.97,98.50,-,-,-,0,22.63,-
50,"2021-05-17,00:30",20.94,97.41,-,-,-,0,22.56,-
50,"2021-05-17,01:15",19.52,98.51,-,-,-,0,22.44,-
50,"2021-05-17,01:30",20.29,98.29,-,-,-,0,22.44,-
50,"2021-05-17,02:15",20.49,97.79,-,-,-,0,22.31,-
50,"2021-05-17,02:30",20.26,98.90,-,-,-,0,22.25,-
50,"2021-05-17,03:15",20.18,99.28,-,-,-,0,22.19,-
50,"2021-05-17,03:30",19.23,99.27,-,-,-,0,22.19,-
50,"2021-05-17,03:45",18.65,99.40,-,-,-,0,22.13,-
50,"2021-05-17,04:15",20.14,98.94,-,-,-,0,22.06,-
50,"2021-05-17,05:30",19.99,98.35,-,-,-,0,21.94,-
50,"2021-05-17,05:45",20.05,98.29,-,-,-,0,21.88,-
50,"2021-05-17,06:15",18.71,98.39,-,-,-,0,21.81,-
50,"2021-05-17,07:15",20.19,98.00,-,-,-,0,21.69,-
50,"2021-05-17,08:15",23.25,93.53,-,-,-,0,22.06,-
50,"2021-05-17,09:15",25.74,86.35,-,-,-,0,22.56,-
50,"2021-05-17,10:15",27.15,67.63,-,-,-,0,85.00,-
50,"2021-05-17,10:30",26.92,73.30,-,-,-,0,85.00,-
50,"2021-05-17,11:45",27.95,59.90,-,-,-,0,127.94,-
50,"2021-05-17,12:15",28.47,60.82,-,-,-,0,127.94,-
50,"2021-05-17,12:30",28.27,58.30,-,-,-,0,85.00,-
50,"2021-05-17,13:15",29.56,56.97,-,-,-,0,85.00,-
50,"2021-05-17,14:30",28.48,68.41,-,-,-,0,127.94,-
50,"2021-05-17,14:45",28.59,66.46,-,-,-,0,85.00,-
50,"2021-05-17,15:30",29.16,66.98,-,-,-,0,127.94,-
50,"2021-05-17,15:45",27.83,68.77,-,-,-,0,127.94,-
50,"2021-05-17,17:15",-,75.55,-,-,-,0,127.94,-
50,"2021-05-17,18:15",24.61,83.77,-,-,-,0,85.00,-
50,"2021-05-17,19:15",23.79,87.28,-,-,-,0,24.88,-
50,"2021-05-17,20:15",23.36,89.83,-,-,-,0,24.56,-
50,"2021-05-17,21:15",22.93,91.18,-,-,-,0,24.25,-
50,"2021-05-17,22:15",22.44,92.57,-,-,-,0,24.00,-
50,"2021-05-17,22:30",21.85,94.69,-,-,-,0,23.94,-
50,"2021-05-17,23:15",22.17,94.09,-,-,-,0,23.69,-
50,"2021-05-17,23:30",22.32,93.22,-,-,-,0,23.63,-
50,"2021-05-17,23:45",22.39,92.97,-,-,-,0,23.63,-
50,"2021-05-18,00:15",21.89,94.90,-,-,-,0,23.38,-
50,"2021-05-18,00:30",21.66,95.90,-,-,-,0,23.38,-
50,"2021-05-18,00:45",21.67,96.08,-,-,-,0,23.38,-
50,"2021-05-18,01:15",21.90,96.23,-,-,-,0,23.25,-
50,"2021-05-18,01:30",21.57,96.70,-,-,-,0,23.19,-
50,"2021-05-18,02:15",21.58,97.51,-,-,-,0,23.13,-
50,"2021-05-18,03:15",21.70,98.21,-,-,-,0,23.00,-
50,"2021-05-18,03:30",21.36,98.68,-,-,-,0,22.94,-
50,"2021-05-18,04:15",21.07,98.97,-,-,-,0,22.81,-
50,"2021-05-18,05:15",20.87,99.19,-,-,-,0,85.00,-
50,"2021-05-18,06:15",21.27,77.94,-,-,-,0,22.69,-
50,"2021-05-18,06:30",21.17,78.30,-,-,-,0,22.69,-
50,"2021-05-18,07:15",21.40,91.85,-,-,-,0,22.63,-
50,"2021-05-18,07:30",21.52,92.04,-,-,-,0,22.63,-
50,"2021-05-18,08:15",25.21,81.27,-,-,-,0,22.94,-
50,"2021-05-18,08:30",25.99,80.00,-,-,-,0,23.00,-
50,"2021-05-18,09:15",26.01,79.62,-,-,-,0,23.38,-
50,"2021-05-18,09:30",26.17,78.27,-,-,-,0,23.44,-
50,"2021-05-18,10:15",25.64,84.24,-,-,-,0,85.00,-
50,"2021-05-18,11:15",28.06,70.38,-,-,-,0,127.94,-
50,"2021-05-18,12:15",27.58,66.28,-,-,-,0,127.94,-
50,"2021-05-18,13:15",27.50,68.70,-,-,-,0,127.94,-
50,"2021-05-18,14:15",27.43,-,-,-,-,0,127.94,-
50,"2021-05-18,15:15",28.18,71.10,-,-,-,0,127.94,-
50,"2021-05-18,16:15",26.75,72.76,-,-,-,0,127.94,-
50,"2021-05-18,17:15",25.96,77.11,-,-,-,0,127.94,-
50,"2021-05-18,18:15",24.61,80.61,-,-,-,0,85.00,-
50,"2021-05-18,19:15",23.42,86.00,-,-,-,0,85.00,-
50,"2021-05-18,20:30",22.73,87.63,-,-,-,0,24.38,-
50,"2021-05-18,20:45",22.84,87.32,-,-,-,0,24.38,-
50,"2021-05-18,21:15",22.75,88.50,-,-,-,0,24.25,-
50,"2021-05-18,22:30",22.78,86.77,-,-,-,0,24.06,-
50,"2021-05-18,22:45",22.63,87.44,-,-,-,0,24.00,-
50,"2021-05-18,23:15",22.43,88.51,-,-,-,"2021-05-18,23:13:41",23.88,-
50,"2021-05-18,23:30",22.64,87.58,-,-,-,jja-gnd,23.88,-
50,"2021-05-19,00:15",22.23,89.64,-,-,-,jja-gnd,23.75,-
50,"2021-05-19,01:15",21.20,93.91,-,-,-,"2021-05-19,01:13:41",23.50,-
50,"2021-05-19,01:30",21.35,93.85,-,-,-,jja-gnd,23.44,-
50,"2021-05-19,01:45",21.28,93.58,-,-,-,jja-gnd,23.38,-
50,"2021-05-19,02:15",20.99,96.18,-,-,-,0,23.31,-
50,"2021-05-19,02:30",21.06,96.39,-,-,-,0,23.31,-
50,"2021-05-19,03:15",20.35,97.86,-,-,-,0,85.00,-
50,"2021-05-19,03:30",21.20,95.73,-,-,-,0,85.00,-
50,"2021-05-19,04:15",21.15,92.30,-,-,-,0,23.00,-
50,"2021-05-19,04:30",21.00,92.61,-,-,-,"2021-05-19,04:20:41",23.00,-
50,"2021-05-19,05:15",20.72,92.50,-,-,-,0,23.00,-
50,"2021-05-19,05:30",20.49,94.04,-,-,-,0,22.94,-
50,"2021-05-19,05:45",-,93.92,-,-,-,0,22.94,-
50,"2021-05-19,06:15",20.07,94.79,-,-,-,0,22.81,-
50,"2021-05-19,06:30",20.04,94.52,-,-,-,0,22.75,-
50,"2021-05-19,07:15",20.20,93.76,-,-,-,0,85.00,-
50,"2021-05-19,08:15",23.47,82.91,-,-,-,0,22.81,-
50,"2021-05-19,09:30",24.80,80.27,-,-,-,0,85.00,-
50,"2021-05-19,09:45",25.18,79.99,-,-,-,0,85.00,-
50,"2021-05-19,10:15",25.23,77.76,-,-,-,0,85.00,-
50,"2021-05-19,10:30",25.19,77.78,-,-,-,0,85.00,-
50,"2021-05-19,11:15",26.91,72.52,-,-,-,0,127.94,-
50,"2021-05-19,12:15",27.93,71.29,-,-,-,0,127.94,-
50,"2021-05-19,12:30",27.27,71.15,-,-,-,0,127.94,-
50,"2021-05-19,13:15",27.44,71.55,-,-,-,0,127.94,-
50,"2021-05-19,15:15",26.33,75.03,-,-,-,0,127.94,-
50,"2021-05-19,16:15",27.56,-,-,-,-,0,127.94,-
50,"2021-05-19,16:30",27.12,-,-,-,-,0,127.94,-
50,"2021-05-19,17:15",25.37,-,-,-,-,0,127.94,-
50,"2021-05-19,18:30",23.14,82.45,-,-,-,0,85.00,-
50,"2021-05-19,18:45",22.58,84.42,-,-,-,0,85.00,-
50,"2021-05-19,19:15",22.00,-,-,-,-,0,85.00,-
50,"2021-05-19,20:30",22.12,89.95,-,-,-,0,85.00,-
50,"2021-05-19,20:45",22.31,89.31,-,-,-,0,85.00,-
50,"2021-05-19,21:15",22.54,87.20,-,-,-,0,85.00,-
50,"2021-05-19,22:15",22.85,86.40,-,-,-,0,85.00,-
50,"2021-05-19,23:15",21.02,85.95,-,-,-,0,85.00,-
50,"2021-05-19,23:30",21.07,86.15,-,-,-,0,85.00,-
50,"2021-05-20,00:15",20.4,94.72,-,-,-,0,85.00,-
50,"2021-05-20,00:30",20.34,94.54,-,-,-,0,85.00,-
50,"2021-05-20,01:45",20.69,95.82,-,-,-,0,85.00,-
50,"2021-05-20,02:00",20.25,96.17,-,-,-,0,85.00,-
50,"2021-05-20,02:15",20.03,96.39,-,-,-,0,85.00,-
50,"2021-05-20,03:15",20.37,93.55,-,-,-,0,85.00,-
50,"2021-05-20,04:15",20.20,96.33,-,-,-,0,85.00,-
50,"2021-05-20,05:15",19.74,94.58,-,-,-,0,85.00,-
50,"2021-05-20,08:15",21.23,91.49,-,-,-,0,85.00,-
50,"2021-05-20,08:30",22.20,88.15,-,-,-,0,85.00,-
