STATIONID,DATETIME,AIRTEMP(T),RH,SOLAR,WINDSPEED,W.DIRECTION,RAIN,SOILTEMPERATURE(T1),PRESSURE
48,"2021-04-07,08:45",24.20,82.42,-,-,-,0,85.00,894.6
48,"2021-04-07,9:00",25.25,83.42,-,-,-,0,85.00,894.66
48,"2021-04-07,09:45",25.97,74.93,-,-,-,0,-,895.02
48,"2021-04-07,10:00",27.02,72.30,-,-,-,0,85.00,894.0
48,"2021-04-07,11:15",27.84,64.43,-,-,-,-,85.00,894.44
48,"2021-04-07,12:30",28.54,70.80,0.068110,-,380.0,0,85.00,893.69
48,"2021-04-07,13:30",27.32,67.67,0.064688,-,378.068,0,85.00,893.05
48,"2021-04-07,13:45",28.03,69.62,0.064688,-,376.154,0,85.00,893.0
48,"2021-04-07,14:30",28.46,60.27,0.059579,-,380.0,0,85.00,891.84
48,"2021-04-07,14:45",28.93,60.74,0.058750,-,175.392,0,85.00,891.7
48,"2021-04-07,15:30",29.62,53.44,0.050329,-,376.19,0,85.00,891.09
48,"2021-04-07,16:30",29.73,54.62,0.037563,-,378.104,0,-,890.48
48,"2021-04-07,17:15",29.91,52.27,0.025031,-,380.0,0,85.00,890.55
48,"2021-04-07,17:30",29.76,52.57,0.023672,-,378.104,0,85.00,890.58
48,"2021-04-07,18:15",29.34,54.84,0.010203,-,378.104,0,85.00,890.63
48,"2021-04-07,19:15",25.39,70.66,0.000031,-,378.104,0,85.00,891.77
48,"2021-04-07,20:45",23.36,82.19,0.000000,-,378.086,0,85.00,892.66
48,"2021-04-07,21:00",23.14,82.93,0.000000,-,378.077,0,85.00,892.94
48,"2021-04-07,21:45",23.29,81.01,0.000000,-,378.068,0,85.00,893.03
48,"2021-04-07,22:45",22.85,81.66,-,-,-,0,85.00,893.52
48,"2021-04-07,23:45",22.02,88.81,-,-,-,0,-,893.32
48,"2021-04-08,00:30",21.90,86.69,-,-,-,0,85.00,893.07
48,"2021-04-08,00:45",22.12,84.92,-,-,-,0,85.00,893.01
48,"2021-04-08,01:15",22.20,85.44,-,-,-,0,85.00,892.43
48,"2021-04-08,01:30",21.90,87.77,-,-,-,0,85.00,892.23
48,"2021-04-08,02:15",21.76,90.75,-,-,-,0,85.00,892.05
48,"2021-04-08,02:30",21.65,90.73,-,-,-,0,85.00,891.97
48,"2021-04-08,03:30",21.49,89.98,-,-,-,0,85.00,891.78
48,"2021-04-08,03:45",21.43,89.17,-,-,-,0,85.00,891.69
48,"2021-04-08,05:15",20.12,90.47,-,-,-,0,85.00,892.07
48,"2021-04-08,06:15",20.50,90.94,-,-,-,0,85.00,892.72
48,"2021-04-08,06:30",20.65,90.69,-,-,-,0,85.00,892.95
48,"2021-04-08,07:30",21.02,90.70,-,-,-,0,85.00,893.36
48,"2021-04-08,07:45",21.45,89.86,-,-,-,0,85.00,893.43
48,"2021-04-08,08:45",23.08,85.85,-,-,-,0,-,894.08
48,"2021-04-08,9:00",24.08,82.42,-,-,-,0,85.00,894.17
48,"2021-04-08,08:45",23.08,85.85,-,-,-,0,-,894.08
48,"2021-04-08,9:00",24.08,82.42,-,-,-,0,85.00,894.17
48,"2021-04-08,08:45",23.08,85.85,-,-,-,0,-,894.08
48,"2021-04-08,9:00",24.08,82.42,-,-,-,0,85.00,894.17
48,"2021-04-08,08:45",23.08,85.85,-,-,-,0,-,894.08
48,"2021-04-08,9:00",24.08,82.42,-,-,-,0,85.00,894.17
48,"2021-04-08,08:45",23.08,85.85,-,-,-,0,-,894.08
48,"2021-04-08,9:00",24.08,82.42,-,-,-,0,85.00,894.17
48,"2021-04-08,10:15",26.30,71.82,-,-,-,0,85.00,894.62
48,"2021-04-08,10:30",26.57,74.23,-,-,-,0,85.00,894.62
48,"2021-04-08,11:15",27.59,65.17,-,-,-,0,85.00,894.25
48,"2021-04-08,11:30",27.58,65.54,-,-,-,0,85.00,894.19
48,"2021-04-08,11:45",27.09,64.36,-,-,-,0,85.00,894.16
48,"2021-04-08,12:30",27.85,65.70,-,-,-,0,85.00,893.36
48,"2021-04-08,12:45",29.37,66.36,-,-,-,0,-,893.35
48,"2021-04-08,14:45",28.16,68.35,0.068688,-,378.049,0,-,891.3
48,"2021-04-08,15:45",29.31,62.41,0.046047,-,378.058,0,85.00,890.5
48,"2021-04-08,16:45",27.29,62.24,0.011078,-,378.068,0,85.00,889.99
48,"2021-04-08,17:30",29.24,56.39,0.022344,-,304.409,0,85.00,889.77
48,"2021-04-08,18:15",27.80,60.85,0.007656,-,378.077,0,85.00,889.92
48,"2021-04-08,19:30",24.71,74.01,0.000000,-,376.135,0,85.00,890.7
48,"2021-04-08,19:45",24.56,74.03,0.000000,-,378.068,0,85.00,890.62
48,"2021-04-08,23:15",21.93,73.61,-,-,-,0,85.00,892.74
48,"2021-04-08,23:30",21.87,75.89,-,-,-,0,85.00,892.83
48,"2021-04-08,23:45",22.36,75.98,-,-,-,0,85.00,892.84
48,"2021-04-09,00:30",22.21,86.14,-,-,-,0,85.00,892.19
48,"2021-04-09,00:45",22.71,85.99,-,-,-,0,-,891.96
48,"2021-04-09,1:00",22.73,86.20,-,-,-,0,85.00,891.79
48,"2021-04-09,00:30",22.21,86.14,-,-,-,0,85.00,892.19
48,"2021-04-09,00:45",22.71,85.99,-,-,-,0,-,891.96
48,"2021-04-09,1:00",22.73,86.20,-,-,-,0,85.00,891.79
48,"2021-04-09,00:30",22.21,86.14,-,-,-,0,85.00,892.19
48,"2021-04-09,00:45",22.71,85.99,-,-,-,0,-,891.96
48,"2021-04-09,1:00",22.73,86.20,-,-,-,0,85.00,891.79
48,"2021-04-09,00:30",22.21,86.14,-,-,-,0,85.00,892.19
48,"2021-04-09,00:45",22.71,85.99,-,-,-,0,-,891.96
48,"2021-04-09,1:00",22.73,86.20,-,-,-,0,85.00,891.79
48,"2021-04-09,02:15",22.50,89.27,-,-,-,0,85.00,891.28
48,"2021-04-09,04:15",20.74,90.77,-,-,-,0,85.00,890.86
48,"2021-04-09,05:15",20.28,90.35,-,-,-,-,85.00,891.26
48,"2021-04-09,05:30",20.19,90.35,-,-,-,0,85.00,891.26
48,"2021-04-09,06:30",20.05,89.23,-,-,-,0,85.00,891.59
48,"2021-04-09,06:45",20.05,88.98,-,-,-,0,85.00,891.62
48,"2021-04-09,07:45",21.58,83.81,-,-,-,0,85.00,892.16
48,"2021-04-09,8:00",21.96,84.12,-,-,-,0,85.00,892.37
48,"2021-04-09,07:45",21.58,83.81,-,-,-,0,85.00,892.16
48,"2021-04-09,8:00",21.96,84.12,-,-,-,0,85.00,892.37
48,"2021-04-09,10:15",27.08,72.76,-,-,-,0,85.00,893.23
48,"2021-04-09,10:30",26.53,73.99,-,-,-,0,-,893.21
48,"2021-04-09,12:00",29.94,61.14,0.070157,-,376.059,0,85.00,892.44
48,"2021-04-09,12:45",28.92,62.22,0.053891,-,175.261,0,85.00,891.7
48,"2021-04-09,15:30",30.18,57.21,0.041438,-,378.039,0,85.00,888.68
48,"2021-04-09,16:30",26.82,67.53,0.017563,-,376.098,0,-,888.7
48,"2021-04-09,16:45",26.65,68.00,0.016406,-,378.049,0,-,888.7
48,"2021-04-09,17:15",25.62,69.67,-,-,-,0,-,888.32
48,"2021-04-09,17:30",25.49,70.49,-,-,-,0,85.00,888.21
48,"2021-04-09,18:30",24.66,71.17,-,-,-,-,85.00,888.71
48,"2021-04-09,18:45",24.48,71.93,-,-,-,0,85.00,888.87
48,"2021-04-09,19:45",22.69,79.94,-,-,-,0,85.00,890.21
48,"2021-04-09,20:00",22.40,83.25,-,-,-,0,85.00,890.47
48,"2021-04-09,21:00",21.85,86.04,-,-,-,0,-,893.28
48,"2021-04-09,22:15",18.00,95.10,-,-,-,0,85.00,893.33
48,"2021-04-09,22:30",18.06,95.10,-,-,-,0,85.00,893.34
48,"2021-04-09,23:30",20.01,89.98,-,-,-,-,85.00,893.42
48,"2021-04-09,23:45",20.13,89.66,-,-,-,0,85.00,893.34
48,"2021-04-10,00:45",20.56,89.72,-,-,-,0,-,892.48
48,"2021-04-10,1:00",20.85,87.90,-,-,-,0,85.00,892.32
48,"2021-04-10,00:45",20.56,89.72,-,-,-,0,-,892.48
48,"2021-04-10,1:00",20.85,87.90,-,-,-,0,85.00,892.32
48,"2021-04-10,00:45",20.56,89.72,-,-,-,0,-,892.48
48,"2021-04-10,1:00",20.85,87.90,-,-,-,0,85.00,892.32
48,"2021-04-10,00:45",20.56,89.72,-,-,-,0,-,892.48
48,"2021-04-10,1:00",20.85,87.90,-,-,-,0,85.00,892.32
48,"2021-04-10,02:15",20.70,89.35,-,-,-,0,-,891.25
48,"2021-04-10,02:30",20.69,89.47,-,-,-,0,-,891.19
48,"2021-04-10,03:15",20.39,90.37,-,-,-,0,-,890.56
48,"2021-04-10,04:15",20.40,90.48,-,-,-,0,85.00,890.38
48,"2021-04-10,04:45",19.74,90.71,-,-,-,0,85.00,890.35
48,"2021-04-10,05:30",20.02,89.81,-,-,-,0,85.00,890.33
48,"2021-04-10,05:45",20.06,89.31,-,-,-,0,85.00,890.41
48,"2021-04-10,06:30",19.89,89.10,-,-,-,0,85.00,890.81
48,"2021-04-10,06:45",19.79,89.88,-,-,-,0,-,890.8
48,"2021-04-10,07:30",19.54,88.66,-,-,-,0,85.00,891.25
48,"2021-04-10,07:45",19.66,87.06,-,-,-,0,85.00,891.25
48,"2021-04-10,08:45",21.65,79.95,-,-,-,0,85.00,891.81
48,"2021-04-10,10:00",23.28,73.91,-,-,-,0,-,892.82
48,"2021-04-10,11:15",25.83,66.75,-,-,-,0,85.00,892.81
48,"2021-04-10,11:30",26.20,63.06,-,-,-,0,85.00,892.68
48,"2021-04-10,12:30",28.26,61.89,-,-,-,19.0,85.00,892.38
48,"2021-04-10,12:45",27.52,61.53,-,-,-,19.0,85.00,892.28
48,"2021-04-10,13:45",29.68,52.84,0.061704,-,174.34,19.0,85.00,891.2
48,"2021-04-10,14:00",29.68,57.06,0.057235,-,378.039,19.0,85.00,891.15
48,"2021-04-10,15:45",28.98,61.04,0.045391,-,345.385,0,-,888.78
48,"2021-04-10,16:00",29.21,56.11,0.016438,-,378.058,0,-,888.74
48,"2021-04-10,16:30",30.78,53.60,0.032250,-,378.068,19.0,85.00,887.81
48,"2021-04-10,16:45",30.79,53.69,0.031016,-,376.154,19.0,85.00,887.74
48,"2021-04-10,17:15",29.59,51.17,0.021219,-,378.077,19.0,85.00,888.03
48,"2021-04-10,19:15",25.98,71.38,0.000016,-,376.135,19.0,85.00,889.47
48,"2021-04-10,20:15",23.28,72.27,-,-,-,19.0,85.00,890.74
48,"2021-04-10,20:30",23.11,75.34,-,-,-,19.0,85.00,890.63
48,"2021-04-10,21:30",22.10,78.07,-,-,-,0,-,891.08
48,"2021-04-10,21:45",21.97,78.88,-,-,-,19.0,85.00,891.1
48,"2021-04-10,23:15",22.21,79.88,-,-,-,19.0,85.00,892.52
48,"2021-04-11,00:15",21.72,83.99,-,-,-,19.0,85.00,892.58
48,"2021-04-11,00:30",21.70,83.99,-,-,-,19.0,85.00,892.54
48,"2021-04-11,01:30",21.66,84.33,-,-,-,0,-,891.77
48,"2021-04-11,01:45",21.61,84.25,-,-,-,42.6,85.00,891.29
48,"2021-04-11,03:30",22.13,86.48,-,-,-,42.6,85.00,889.9
48,"2021-04-11,03:45",22.09,85.90,-,-,-,42.6,85.00,889.95
48,"2021-04-11,05:15",21.47,89.50,-,-,-,42.6,85.00,890.52
48,"2021-04-11,07:30",21.09,88.89,-,-,-,42.6,85.00,892.31
48,"2021-04-11,07:45",21.69,87.28,-,-,-,42.6,85.00,892.48
48,"2021-04-11,08:45",23.96,78.32,-,-,-,0,-,893.02
48,"2021-04-11,09:00",24.62,77.47,-,-,-,42.6,85.00,893.08
48,"2021-04-11,10:15",26.07,74.25,-,-,-,42.6,85.00,893.7
48,"2021-04-11,11:15",28.05,65.43,-,-,-,42.6,85.00,893.43
48,"2021-04-11,11:30",27.85,65.50,-,-,-,42.6,85.00,893.42
48,"2021-04-11,12:15",27.58,65.78,-,-,-,-,85.00,893.12
48,"2021-04-11,13:30",29.64,57.51,0.068969,-,177.129,42.6,85.00,891.78
48,"2021-04-11,14:15",29.92,63.52,0.053922,-,374.118,42.6,85.00,890.88
48,"2021-04-11,15:30",30.50,56.32,0.040625,-,175.305,0,-,889.95
48,"2021-04-11,15:45",30.08,56.56,0.038516,-,376.117,42.6,85.00,890.08
48,"2021-04-11,16:15",28.40,61.33,0.039438,-,378.068,42.6,85.00,889.76
48,"2021-04-11,18:15",24.24,70.51,0.002734,-,378.077,42.6,85.00,890.73
48,"2021-04-11,19:15",22.03,79.78,0.000000,-,-20.0,42.6,85.00,892.81
48,"2021-04-11,20:15",19.50,91.12,-,-,-,-,85.00,891.69
48,"2021-04-11,20:30",19.58,91.27,-,-,-,42.6,85.00,891.83
48,"2021-04-11,21:30",20.41,90.62,-,-,-,42.6,85.00,892.57
48,"2021-04-11,21:45",20.89,89.60,-,-,-,42.6,85.00,892.7
48,"2021-04-11,23:15",20.87,91.21,-,-,-,42.6,85.00,893.39
48,"2021-04-12,00:15",20.87,90.82,-,-,-,42.6,85.00,893.14
48,"2021-04-12,00:30",20.87,90.88,-,-,-,0,-,893.09
48,"2021-04-12,01:15",20.39,92.09,-,-,-,102.2,85.00,892.61
48,"2021-04-12,01:30",20.28,92.04,-,-,-,102.2,85.00,892.57
48,"2021-04-12,02:15",20.07,91.56,-,-,-,102.2,85.00,892.07
48,"2021-04-12,02:30",19.92,91.63,-,-,-,102.2,85.00,892.01
48,"2021-04-12,03:15",19.92,90.76,-,-,-,0,-,891.33
48,"2021-04-12,03:30",19.73,91.21,-,-,-,102.2,85.00,891.22
48,"2021-04-12,03:45",19.69,91.14,-,-,-,102.2,85.00,891.1
48,"2021-04-12,04:45",19.33,91.41,-,-,-,102.2,85.00,891.51
48,"2021-04-12,05:00",19.40,91.37,-,-,-,102.2,85.00,891.56
48,"2021-04-12,06:15",19.22,91.73,-,-,-,102.2,85.00,892.74
48,"2021-04-12,07:45",20.68,90.47,-,-,-,102.2,85.00,893.71
48,"2021-04-12,08:00",21.22,90.25,-,-,-,102.2,85.00,893.7
48,"2021-04-12,08:30",22.68,85.65,-,-,-,102.2,85.00,894.12
48,"2021-04-12,08:45",23.25,85.41,-,-,-,102.2,85.00,894.12
48,"2021-04-12,10:45",26.27,73.70,-,-,-,0,-,894.97
48,"2021-04-12,11:00",27.19,71.20,-,-,-,0,-,894.91
48,"2021-04-12,12:15",27.71,68.13,-,-,-,0,-,894.28
48,"2021-04-12,12:30",27.84,68.17,-,-,-,102.2,85.00,894.17
48,"2021-04-12,13:30",26.47,75.58,0.039532,-,376.059,102.2,85.00,893.36
48,"2021-04-12,15:30",28.60,67.33,0.045094,-,378.058,0,-,891.36
48,"2021-04-12,15:45",28.85,70.93,0.043703,-,378.058,102.2,85.00,891.26
48,"2021-04-12,16:15",29.06,62.11,0.033282,-,378.077,0,-,890.27
48,"2021-04-12,16:30",28.89,61.72,0.034453,-,376.172,102.2,85.00,890.15
48,"2021-04-12,17:15",28.29,62.02,0.019578,-,378.086,102.2,85.00,889.96
48,"2021-04-12,18:15",25.94,69.36,0.006938,-,376.19,102.2,85.00,890.48
48,"2021-04-12,19:15",24.34,74.13,0.000047,-,378.077,102.2,85.00,890.55
48,"2021-04-12,20:15",22.53,81.45,-,-,-,102.2,85.00,891.34
48,"2021-04-12,21:15",22.03,83.25,-,-,-,102.2,85.00,892.46
48,"2021-04-12,21:30",21.72,84.86,-,-,-,102.2,85.00,892.61
48,"2021-04-12,22:30",21.72,86.17,-,-,-,102.2,85.00,894.4
48,"2021-04-12,22:45",19.85,90.66,-,-,-,102.2,85.00,894.37
48,"2021-04-12,23:45",19.80,92.04,-,-,-,0,-,894.38
48,"2021-04-13,00:45",19.50,92.21,-,-,-,102.2,85.00,894.21
48,"2021-04-13,02:15",19.59,93.01,-,-,-,113.0,85.00,893.53
48,"2021-04-13,02:30",19.62,92.72,-,-,-,113.0,85.00,893.4
48,"2021-04-13,03:30",19.42,92.59,-,-,-,113.0,85.00,892.96
48,"2021-04-13,03:45",19.40,92.59,-,-,-,-,85.00,892.87
48,"2021-04-13,04:00",19.42,92.26,-,-,-,0,-,892.8
48,"2021-04-13,04:45",19.50,92.18,-,-,-,113.0,85.00,893.35
48,"2021-04-13,05:00",19.41,91.95,-,-,-,113.0,85.00,893.41
48,"2021-04-13,05:45",18.51,91.80,-,-,-,113.0,85.00,893.84
48,"2021-04-13,06:00",18.50,91.99,-,-,-,113.0,85.00,893.82
48,"2021-04-13,07:15",18.47,92.64,-,-,-,113.0,85.00,894.47
48,"2021-04-13,08:15",18.96,91.80,-,-,-,113.0,85.00,895.27
48,"2021-04-13,08:30",19.20,91.92,-,-,-,0,-,895.36
48,"2021-04-13,09:30",20.74,88.57,-,-,-,113.0,85.00,895.71
48,"2021-04-13,10:45",22.91,80.75,-,-,-,0,-,896.09
48,"2021-04-13,11:00",23.59,80.25,-,-,-,113.0,85.00,895.95
48,"2021-04-13,16:15",27.26,64.39,0.033719,-,376.098,113.0,85.00,892.3
48,"2021-04-13,17:45",26.65,65.52,-,-,-,0,-,892.04
48,"2021-04-13,18:00",26.10,66.75,-,-,-,113.0,85.00,891.99
48,"2021-04-13,18:45",25.12,70.64,-,-,-,113.0,85.00,891.84
48,"2021-04-13,19:30",23.01,79.19,-,-,-,113.0,85.00,893.05
48,"2021-04-13,20:15",22.83,82.65,-,-,-,113.0,85.00,893.08
48,"2021-04-13,20:30",23.03,77.02,-,-,-,113.0,85.00,893.25
48,"2021-04-13,21:15",21.68,82.34,-,-,-,113.0,85.00,893.98
48,"2021-04-13,21:30",21.77,81.08,-,-,-,113.0,85.00,894.2
48,"2021-04-13,21:45",22.25,79.43,-,-,-,113.0,85.00,894.3
48,"2021-04-13,22:45",21.63,85.59,-,-,-,0,-,895.15
48,"2021-04-13,23:00",21.54,86.26,-,-,-,113.0,85.00,895.18
48,"2021-04-14,00:15",20.77,89.91,-,-,-,113.0,85.00,894.89
48,"2021-04-14,01:15",20.37,90.50,-,-,-,0.0,85.00,894.3
48,"2021-04-14,01:30",20.16,91.05,-,-,-,0.0,85.00,894.08
48,"2021-04-14,01:45",1,91.15,-,-,-,0.0,85.00,894.03
48,"2021-04-14,02:45",19.92,91.13,-,-,-,0.0,85.00,893.64
48,"2021-04-14,03:00",19.92,91.27,-,-,-,0.0,85.00,893.62
48,"2021-04-14,04:00",19.65,91.61,-,-,-,0.0,85.00,893.29
48,"2021-04-14,05:15",19.55,91.29,-,-,-,0.0,85.00,893.29
48,"2021-04-14,06:45",19.20,91.92,-,-,-,0.0,85.00,893.83
48,"2021-04-14,07:00",19.27,91.94,-,-,-,0.0,85.00,893.89
48,"2021-04-14,08:15",21.85,87.86,-,-,-,0.0,85.00,894.24
48,"2021-04-14,09:15",24.08,78.18,-,-,-,0.0,85.00,894.8
48,"2021-04-14,09:30",24.13,78.17,-,-,-,0.0,85.00,894.86
48,"2021-04-14,10:15",25.64,74.05,-,-,-,0.0,85.00,894.94
48,"2021-04-14,10:30",25.73,71.95,-,-,-,0.0,85.00,894.94
48,"2021-04-14,11:15",27.36,67.17,-,-,-,0.0,85.00,894.63
48,"2021-04-14,13:45",27.78,60.17,0.060547,-,173.488,0.0,85.00,893.03
48,"2021-04-14,14:00",28.29,62.90,0.060469,-,174.393,0.0,85.00,892.98
48,"2021-04-14,14:30",28.35,62.52,0.007172,-,378.068,0,-,892.41
48,"2021-04-14,14:45",28.11,63.40,0.034735,-,378.068,0.0,85.00,892.39
48,"2021-04-14,15:30",28.45,61.54,0.045891,-,368.517,0.0,85.00,891.37
48,"2021-04-14,15:45",28.78,56.89,0.044578,-,345.877,0.0,85.00,891.26
48,"2021-04-14,16:30",28.34,55.00,0.033125,-,376.19,0.0,85.00,890.52
48,"2021-04-14,17:30",28.68,53.54,0.017453,-,378.095,0,-,890.21
48,"2021-04-14,18:30",27.22,59.16,0.003266,-,343.981,0.0,85.00,890.28
48,"2021-04-14,18:45",26.90,58.09,0.001438,-,364.834,0,-,890.23
48,"2021-04-14,19:30",24.16,70.92,0.000000,-,343.81,-,85.00,890.71
48,"2021-04-14,19:45",23.75,73.28,0.000000,-,345.714,0,-,890.74
48,"2021-04-14,20:30",24.20,67.31,0.000000,-,374.231,0,-,891.49
48,"2021-04-14,21:45",23.26,81.99,-,-,-,0,-,892.71
48,"2021-04-14,22:00",23.22,82.93,-,-,-,0.0,85.00,892.73
48,"2021-04-14,23:15",22.32,88.07,-,-,-,0.0,85.,893.09
48,"2021-04-15,01:15",21.65,89.74,-,-,-,0.0,85.00,892.67
48,"2021-04-15,01:30",21.85,89.20,-,-,-,0.0,85.00,892.68
48,"2021-04-15,02:15",21.47,90.73,-,-,-,62.0,85.00,892.23
48,"2021-04-15,02:30",21.43,90.81,-,-,-,62.0,85.00,892.27
48,"2021-04-15,03:30",20.75,90.80,-,-,-,62.0,85.00,891.97
48,"2021-04-15,03:45",20.63,90.89,-,-,-,62.0,85.00,891.96
48,"2021-04-15,04:30",20.30,90.84,-,-,-,62.0,85.00,891.96
48,"2021-04-15,04:45",20.37,90.95,-,-,-,62.0,85.00,891.99
48,"2021-04-15,05:15",20.14,91.18,-,-,-,0,-,891.99
48,"2021-04-15,05:30",20.02,91.28,-,-,-,62.0,85.00,892.07
48,"2021-04-15,07:15",20.98,90.27,-,-,-,62.0,85.00,892.8
48,"2021-04-15,07:30",21.54,89.21,-,-,-,62.0,85.00,892.89
48,"2021-04-15,08:30",25.00,83.94,-,-,-,62.0,85.00,893.56
48,"2021-04-15,08:45",24.32,81.42,-,-,-,62.0,85.00,893.63
48,"2021-04-15,09:00",25.34,79.04,-,-,-,62.0,85.00,893.59
48,"2021-04-15,10:15",26.69,73.84,-,-,-,62.0,85.00,894.06
48,"2021-04-15,12:30",28.83,58.73,-,-,-,62.0,85.00,893.15
48,"2021-04-15,12:45",29.90,56.41,-,-,-,62.0,85.00,893.08
48,"2021-04-15,13:45",29.36,63.92,-,-,-,62.0,85.00,891.58
48,"2021-04-15,14:00",29.77,63.13,-,-,-,62.0,85.00,891.39
48,"2021-04-15,15:30",30.97,55.51,0.048922,-,376.059,62.0,85.00,889.79
48,"2021-04-15,15:45",30.53,58.70,0.046610,-,376.059,0,-,889.67
48,"2021-04-15,16:45",30.33,56.11,-,-,-,62.0,85.00,889.2
48,"2021-04-15,17:45",25.21,68.02,-,-,-,62.0,85.00,890.39
48,"2021-04-15,18:00",25.12,69.87,-,-,-,62.0,85.00,890.17
48,"2021-04-15,19:15",22.98,79.57,-,-,-,62.0,85.00,890.22
48,"2021-04-15,19:30",22.91,80.56,-,-,-,62.0,85.00,890.22
48,"2021-04-15,22:30",21.82,86.25,-,-,-,62.0,85.00,892.68
48,"2021-04-15,23:15",21.61,86.87,-,-,-,62.0,85.00,892.86
48,"2021-04-15,23:30",21.74,86.56,-,-,-,62.0,85.00,892.87
48,"2021-04-16,01:30",20.18,91.05,-,-,-,62.0,85.00,892.67
48,"2021-04-16,01:45",20.13,91.02,-,-,-,62.0,85.00,892.66
48,"2021-04-16,02:45",20.75,90.08,-,-,-,0,-,892.0
48,"2021-04-16,04:15",20.11,91.28,-,-,-,0.0,85.00,891.49
48,"2021-04-16,05:15",19.92,91.43,-,-,-,0.0,85.00,891.49
48,"2021-04-16,06:15",20.26,91.38,-,-,-,0.0,85.00,892.14
48,"2021-04-16,07:15",20.57,91.11,-,-,-,-,85.00,892.29
48,"2021-04-16,07:30",20.84,90.98,-,-,-,0,-,892.3
48,"2021-04-16,08:45",24.61,82.46,-,-,-,0,-,892.91
48,"2021-04-16,10:15",27.63,63.39,-,-,-,0.0,85.00,893.69
48,"2021-04-16,11:15",30.02,57.75,-,-,-,0.0,85.00,893.38
48,"2021-04-16,12:30",28.50,56.95,-,-,-,0.0,85.00,892.62
48,"2021-04-16,12:45",27.19,73.73,-,-,-,0.0,85.00,892.54
48,"2021-04-16,13:45",30.04,63.70,0.064782,-,197.143,0.0,85.00,891.44
48,"2021-04-16,15:00",29.70,55.67,0.058141,-,175.261,0.0,85.00,890.08
48,"2021-04-16,16:15",28.29,62.28,0.007188,-,378.039,0.0,85.00,889.09
48,"2021-04-16,16:30",28.37,62.73,0.007891,-,378.039,0.0,85.00,889.15
48,"2021-04-16,17:15",27.43,67.01,0.024610,-,378.068,0.0,85.00,889.41
48,"2021-04-16,18:15",25.03,73.12,0.002813,-,376.135,0.0,85.00,889.81
48,"2021-04-16,20:00",23.64,76.25,-,-,-,0,-,890.92
48,"2021-04-16,21:15",23.53,79.59,-,-,-,0.0,85.00,891.98
48,"2021-04-16,22:30",22.48,84.99,-,-,-,-,85.00,892.11
48,"2021-04-16,22:45",22.51,83.72,-,-,-,0.0,85.00,892.01
48,"2021-04-17,01:15",21.13,86.28,-,-,-,0.0,85.00,891.95
48,"2021-04-17,02:15",20.61,86.83,-,-,-,166.60000000000002,85.00,891.27
48,"2021-04-17,02:30",20.58,87.06,-,-,-,166.60000000000002,85.00,891.46
48,"2021-04-17,03:30",21.17,87.11,-,-,-,166.60000000000002,85.00,891.63
48,"2021-04-17,03:45",21.19,86.94,-,-,-,166.60000000000002,85.00,891.67
48,"2021-04-17,04:00",21.20,86.83,-,-,-,166.60000000000002,85.00,891.65
48,"2021-04-17,05:15",20.15,85.61,-,-,-,166.60000000000002,85.00,891.92
48,"2021-04-17,06:15",19.72,89.17,-,-,-,166.60000000000002,85.00,892.27
48,"2021-04-17,06:30",19.70,89.22,-,-,-,166.60000000000002,85.00,892.35
48,"2021-04-17,07:30",19.61,91.20,-,-,-,166.60000000000002,85.00,892.65
48,"2021-04-17,07:45",19.95,90.73,-,-,-,166.60000000000002,85.00,892.62
48,"2021-04-17,08:30",22.72,80.20,-,-,-,166.60000000000002,85.00,892.71
48,"2021-04-17,08:45",23.54,74.51,-,-,-,166.60000000000002,85.00,892.77
48,"2021-04-17,09:15",24.75,68.68,-,-,-,166.60000000000002,85.00,893.01
48,"2021-04-17,10:15",26.83,63.31,-,-,-,166.60000000000002,85.00,893.39
48,"2021-04-17,11:15",29.08,51.61,-,-,-,166.60000000000002,85.00,893.59
48,"2021-04-17,12:15",29.62,54.12,0.068407,-,370.148,166.60000000000002,85.00,893.09
48,"2021-04-17,13:30",30.40,56.23,0.054907,-,176.226,166.60000000000002,85.00,891.98
48,"2021-04-17,13:45",29.64,58.91,0.053032,-,374.089,166.60000000000002,85.00,891.85
48,"2021-04-17,14:30",30.32,53.10,0.058000,-,374.146,0,-,890.95
48,"2021-04-17,14:45",30.75,53.90,0.013219,-,176.226,166.60000000000002,85.00,890.64
48,"2021-04-17,17:30",29.45,59.56,0.019438,-,378.068,166.60000000000002,85.00,889.2
48,"2021-04-17,17:45",29.30,59.20,0.014984,-,378.068,166.60000000000002,85.00,889.25
48,"2021-04-17,18:30",28.43,61.25,0.004891,-,376.135,0,-,889.95
48,"2021-04-17,18:45",28.17,62.78,0.001688,-,378.058,0,-,890.14
48,"2021-04-17,19:30",27.10,69.00,-,-,-,166.60000000000002,85.00,890.87
48,"2021-04-17,19:45",26.95,69.05,-,-,-,166.60000000000002,85.00,890.78
48,"2021-04-17,20:00",26.69,69.75,-,-,-,166.60000000000002,85.00,890.8
48,"2021-04-17,21:00",26.08,72.75,-,-,-,166.60000000000002,85.00,891.42
48,"2021-04-18,00:15",19.63,95.18,-,-,-,0,-,892.67
48,"2021-04-18,00:30",19.43,95.20,-,-,-,166.60000000000002,85.00,892.7
48,"2021-04-18,00:45",19.45,95.23,-,-,-,166.60000000000002,85.00,892.67
48,"2021-04-18,03:15",20.42,90.95,-,-,-,45.0,85.00,890.93
